
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
13/01/2019 07:00,13/01/2019 07:00,0,0,0,7.486,,,,,,,,,,,,,
13/01/2019 08:00,13/01/2019 08:00,0.004,0.002,0.01,7.48,,,,,,,,,,,,,
13/01/2019 09:00,13/01/2019 09:00,0.027,0.005,0.036,7.707,,,,,,,,,,,,,
13/01/2019 10:00,13/01/2019 10:00,0.074,0.018,0.076,8.106,,,,,,,,,,,,,
13/01/2019 11:00,13/01/2019 11:00,0.135,0.048,0.111,8.614,,,,,,,,,,,,,
13/01/2019 12:00,13/01/2019 12:00,0.167,0.072,0.12,9.114,,,,,,,,,,,,,
13/01/2019 13:00,13/01/2019 13:00,0.104,0.033,0.093,9.31,,,,,,,,,,,,,
13/01/2019 14:00,13/01/2019 14:00,0.037,0.007,0.046,9.105,,,,,,,,,,,,,
13/01/2019 15:00,13/01/2019 15:00,0.005,0.002,0.013,8.819,,,,,,,,,,,,,
13/01/2019 16:00,13/01/2019 16:00,0,0,0,8.505,,,,,,,,,,,,,
13/01/2019 17:00,13/01/2019 17:00,0,0,0,8.175,,,,,,,,,,,,,
13/01/2019 18:00,13/01/2019 18:00,0,0,0,7.678,,,,,,,,,,,,,
13/01/2019 19:00,13/01/2019 19:00,0,0,0,7.037,,,,,,,,,,,,,
13/01/2019 20:00,13/01/2019 20:00,0,0,0,6.273,,,,,,,,,,,,,
13/01/2019 21:00,13/01/2019 21:00,0,0,0,5.532,,,,,,,,,,,,,
13/01/2019 22:00,13/01/2019 22:00,0,0,0,5.049,,,,,,,,,,,,,
13/01/2019 23:00,13/01/2019 23:00,0,0,0,4.689,,,,,,,,,,,,,
14/01/2019 00:00,14/01/2019 00:00,0,0,0,4.376,,,,,,,,,,,,,
14/01/2019 01:00,14/01/2019 01:00,0,0,0,4.238,,,,,,,,,,,,,
14/01/2019 02:00,14/01/2019 02:00,0,0,0,4.205,,,,,,,,,,,,,
14/01/2019 03:00,14/01/2019 03:00,0,0,0,4.124,,,,,,,,,,,,,
14/01/2019 04:00,14/01/2019 04:00,0,0,0,4.145,,,,,,,,,,,,,
14/01/2019 05:00,14/01/2019 05:00,0,0,0,4.303,,,,,,,,,,,,,
14/01/2019 06:00,14/01/2019 06:00,0,0,0,4.44,,,,,,,,,,,,,
14/01/2019 07:00,14/01/2019 07:00,0,0,0,4.809,,,,,,,,,,,,,
14/01/2019 08:00,14/01/2019 08:00,0.005,0.003,0.011,5.148,,,,,,,,,,,,,
14/01/2019 09:00,14/01/2019 09:00,0.036,0.008,0.043,5.616,,,,,,,,,,,,,
14/01/2019 10:00,14/01/2019 10:00,0.069,0.015,0.072,6.151,,,,,,,,,,,,,
14/01/2019 11:00,14/01/2019 11:00,0.113,0.033,0.101,6.735,,,,,,,,,,,,,
14/01/2019 12:00,14/01/2019 12:00,0.193,0.096,0.122,7.182,,,,,,,,,,,,,
14/01/2019 13:00,14/01/2019 13:00,0.173,0.09,0.108,7.325,,,,,,,,,,,,,
14/01/2019 14:00,14/01/2019 14:00,0.067,0.023,0.063,6.895,,,,,,,,,,,,,
14/01/2019 15:00,14/01/2019 15:00,0.014,0.005,0.02,5.826,,,,,,,,,,,,,
14/01/2019 16:00,14/01/2019 16:00,0,0,0,4.565,,,,,,,,,,,,,
14/01/2019 17:00,14/01/2019 17:00,0,0,0,4.267,,,,,,,,,,,,,
14/01/2019 18:00,14/01/2019 18:00,0,0,0,3.779,,,,,,,,,,,,,
14/01/2019 19:00,14/01/2019 19:00,0,0,0,3.083,,,,,,,,,,,,,
14/01/2019 20:00,14/01/2019 20:00,0,0,0,2.322,,,,,,,,,,,,,
14/01/2019 21:00,14/01/2019 21:00,0,0,0,1.923,,,,,,,,,,,,,
14/01/2019 22:00,14/01/2019 22:00,0,0,0,1.758,,,,,,,,,,,,,
14/01/2019 23:00,14/01/2019 23:00,0,0,0,2.39,,,,,,,,,,,,,
15/01/2019 00:00,15/01/2019 00:00,0,0,0,2.845,,,,,,,,,,,,,
15/01/2019 01:00,15/01/2019 01:00,0,0,0,2.945,,,,,,,,,,,,,
15/01/2019 02:00,15/01/2019 02:00,0,0,0,3.067,,,,,,,,,,,,,
15/01/2019 03:00,15/01/2019 03:00,0,0,0,3.332,,,,,,,,,,,,,
15/01/2019 04:00,15/01/2019 04:00,0,0,0,3.51,,,,,,,,,,,,,
15/01/2019 05:00,15/01/2019 05:00,0,0,0,3.62,,,,,,,,,,,,,
15/01/2019 06:00,15/01/2019 06:00,0,0,0,3.947,,,,,,,,,,,,,
15/01/2019 07:00,15/01/2019 07:00,0,0,0,4.525,,,,,,,,,,,,,
15/01/2019 08:00,15/01/2019 08:00,0.001,0.001,0.007,5.05,,,,,,,,,,,,,
15/01/2019 09:00,15/01/2019 09:00,0.022,0.003,0.032,5.691,,,,,,,,,,,,,
15/01/2019 10:00,15/01/2019 10:00,0.049,0.007,0.059,6.356,,,,,,,,,,,,,
15/01/2019 11:00,15/01/2019 11:00,0.08,0.014,0.086,6.958,,,,,,,,,,,,,
15/01/2019 12:00,15/01/2019 12:00,0.105,0.024,0.102,7.449,,,,,,,,,,,,,
15/01/2019 13:00,15/01/2019 13:00,0.081,0.017,0.083,7.619,,,,,,,,,,,,,
15/01/2019 14:00,15/01/2019 14:00,0.045,0.009,0.053,7.478,,,,,,,,,,,,,
15/01/2019 15:00,15/01/2019 15:00,0.008,0.002,0.016,7.087,,,,,,,,,,,,,
15/01/2019 16:00,15/01/2019 16:00,0,0,0,6.757,,,,,,,,,,,,,
15/01/2019 17:00,15/01/2019 17:00,0,0,0,6.678,,,,,,,,,,,,,
15/01/2019 18:00,15/01/2019 18:00,0,0,0,6.564,,,,,,,,,,,,,
15/01/2019 19:00,15/01/2019 19:00,0,0,0,6.49,,,,,,,,,,,,,
15/01/2019 20:00,15/01/2019 20:00,0,0,0,6.372,,,,,,,,,,,,,
15/01/2019 21:00,15/01/2019 21:00,0,0,0,6.198,,,,,,,,,,,,,
15/01/2019 22:00,15/01/2019 22:00,0,0,0,6.076,,,,,,,,,,,,,
15/01/2019 23:00,15/01/2019 23:00,0,0,0,6.002,,,,,,,,,,,,,
16/01/2019 00:00,16/01/2019 00:00,0,0,0,5.998,,,,,,,,,,,,,
16/01/2019 01:00,16/01/2019 01:00,0,0,0,6.255,,,,,,,,,,,,,
16/01/2019 02:00,16/01/2019 02:00,0,0,0,6.412,,,,,,,,,,,,,
16/01/2019 03:00,16/01/2019 03:00,0,0,0,6.508,,,,,,,,,,,,,
16/01/2019 04:00,16/01/2019 04:00,0,0,0,6.586,,,,,,,,,,,,,
16/01/2019 05:00,16/01/2019 05:00,0,0,0,6.675,,,,,,,,,,,,,
16/01/2019 06:00,16/01/2019 06:00,0,0,0,6.666,,,,,,,,,,,,,
16/01/2019 07:00,16/01/2019 07:00,0,0,0,6.55,,,,,,,,,,,,,
16/01/2019 08:00,16/01/2019 08:00,0.008,0.004,0.014,6.572,,,,,,,,,,,,,
16/01/2019 09:00,16/01/2019 09:00,0.028,0.005,0.038,6.996,,,,,,,,,,,,,
16/01/2019 10:00,16/01/2019 10:00,0.066,0.014,0.072,7.597,,,,,,,,,,,,,
16/01/2019 11:00,16/01/2019 11:00,0.128,0.041,0.11,8.291,,,,,,,,,,,,,
16/01/2019 12:00,16/01/2019 12:00,0.174,0.075,0.124,8.677,,,,,,,,,,,,,
16/01/2019 13:00,16/01/2019 13:00,0.09,0.024,0.086,8.326,,,,,,,,,,,,,
16/01/2019 14:00,16/01/2019 14:00,0.074,0.025,0.068,7.361,,,,,,,,,,,,,
16/01/2019 15:00,16/01/2019 15:00,0.017,0.007,0.023,5.81,,,,,,,,,,,,,
16/01/2019 16:00,16/01/2019 16:00,0,0,0,4.288,,,,,,,,,,,,,
16/01/2019 17:00,16/01/2019 17:00,0,0,0,3.407,,,,,,,,,,,,,
16/01/2019 18:00,16/01/2019 18:00,0,0,0,2.611,,,,,,,,,,,,,
16/01/2019 19:00,16/01/2019 19:00,0,0,0,2.651,,,,,,,,,,,,,
16/01/2019 20:00,16/01/2019 20:00,0,0,0,2.749,,,,,,,,,,,,,
16/01/2019 21:00,16/01/2019 21:00,0,0,0,2.92,,,,,,,,,,,,,
16/01/2019 22:00,16/01/2019 22:00,0,0,0,2.628,,,,,,,,,,,,,
16/01/2019 23:00,16/01/2019 23:00,0,0,0,2.746,,,,,,,,,,,,,
17/01/2019 00:00,17/01/2019 00:00,0,0,0,2.839,,,,,,,,,,,,,
17/01/2019 01:00,17/01/2019 01:00,0,0,0,3.028,,,,,,,,,,,,,
17/01/2019 02:00,17/01/2019 02:00,0,0,0,3.063,,,,,,,,,,,,,
17/01/2019 03:00,17/01/2019 03:00,0,0,0,2.828,,,,,,,,,,,,,
17/01/2019 04:00,17/01/2019 04:00,0,0,0,2.216,,,,,,,,,,,,,
17/01/2019 05:00,17/01/2019 05:00,0,0,0,1.984,,,,,,,,,,,,,
17/01/2019 06:00,17/01/2019 06:00,0,0,0,1.749,,,,,,,,,,,,,
17/01/2019 07:00,17/01/2019 07:00,0,0,0,1.048,,,,,,,,,,,,,
17/01/2019 08:00,17/01/2019 08:00,0.101,0.096,0.022,0.111,,,,,,,,,,,,,
17/01/2019 09:00,17/01/2019 09:00,0.325,0.299,0.051,0.399,,,,,,,,,,,,,
17/01/2019 10:00,17/01/2019 10:00,0.461,0.444,0.061,1.519,,,,,,,,,,,,,
17/01/2019 11:00,17/01/2019 11:00,0.518,0.508,0.067,2.703,,,,,,,,,,,,,
17/01/2019 12:00,17/01/2019 12:00,0.501,0.485,0.071,3.387,,,,,,,,,,,,,
17/01/2019 13:00,17/01/2019 13:00,0.442,0.421,0.066,3.592,,,,,,,,,,,,,
17/01/2019 14:00,17/01/2019 14:00,0.301,0.271,0.058,3.261,,,,,,,,,,,,,
17/01/2019 15:00,17/01/2019 15:00,0.099,0.085,0.032,1.968,,,,,,,,,,,,,
17/01/2019 16:00,17/01/2019 16:00,0,0,0,-0.226,,,,,,,,,,,,,
17/01/2019 17:00,17/01/2019 17:00,0,0,0,-0.651,,,,,,,,,,,,,
17/01/2019 18:00,17/01/2019 18:00,0,0,0,-0.97,,,,,,,,,,,,,
17/01/2019 19:00,17/01/2019 19:00,0,0,0,-1.594,,,,,,,,,,,,,
17/01/2019 20:00,17/01/2019 20:00,0,0,0,-1.59,,,,,,,,,,,,,
17/01/2019 21:00,17/01/2019 21:00,0,0,0,-1.362,,,,,,,,,,,,,
17/01/2019 22:00,17/01/2019 22:00,0,0,0,-1.224,,,,,,,,,,,,,
17/01/2019 23:00,17/01/2019 23:00,0,0,0,-0.895,,,,,,,,,,,,,
18/01/2019 00:00,18/01/2019 00:00,0,0,0,-0.449,,,,,,,,,,,,,
18/01/2019 01:00,18/01/2019 01:00,0,0,0,-0.556,,,,,,,,,,,,,
18/01/2019 02:00,18/01/2019 02:00,0,0,0,-1.295,,,,,,,,,,,,,
18/01/2019 03:00,18/01/2019 03:00,0,0,0,-1.619,,,,,,,,,,,,,
18/01/2019 04:00,18/01/2019 04:00,0,0,0,-1.497,,,,,,,,,,,,,
18/01/2019 05:00,18/01/2019 05:00,0,0,0,-1.285,,,,,,,,,,,,,
18/01/2019 06:00,18/01/2019 06:00,0,0,0,-0.994,,,,,,,,,,,,,
18/01/2019 07:00,18/01/2019 07:00,0,0,0,-0.651,,,,,,,,,,,,,
18/01/2019 08:00,18/01/2019 08:00,0.004,0.002,0.01,-0.09,,,,,,,,,,,,,
18/01/2019 09:00,18/01/2019 09:00,0.023,0.003,0.033,0.748,,,,,,,,,,,,,
18/01/2019 10:00,18/01/2019 10:00,0.043,0.004,0.053,1.53,,,,,,,,,,,,,
18/01/2019 11:00,18/01/2019 11:00,0.06,0.006,0.07,2.229,,,,,,,,,,,,,
18/01/2019 12:00,18/01/2019 12:00,0.069,0.008,0.078,2.758,,,,,,,,,,,,,
18/01/2019 13:00,18/01/2019 13:00,0.064,0.009,0.072,2.987,,,,,,,,,,,,,
18/01/2019 14:00,18/01/2019 14:00,0.039,0.006,0.048,2.851,,,,,,,,,,,,,
18/01/2019 15:00,18/01/2019 15:00,0.013,0.003,0.021,2.486,,,,,,,,,,,,,
18/01/2019 16:00,18/01/2019 16:00,0,0,0,2.05,,,,,,,,,,,,,
18/01/2019 17:00,18/01/2019 17:00,0,0,0,1.875,,,,,,,,,,,,,
18/01/2019 18:00,18/01/2019 18:00,0,0,0,1.809,,,,,,,,,,,,,
18/01/2019 19:00,18/01/2019 19:00,0,0,0,1.617,,,,,,,,,,,,,
18/01/2019 20:00,18/01/2019 20:00,0,0,0,1.39,,,,,,,,,,,,,
18/01/2019 21:00,18/01/2019 21:00,0,0,0,1.09,,,,,,,,,,,,,
18/01/2019 22:00,18/01/2019 22:00,0,0,0,0.651,,,,,,,,,,,,,
18/01/2019 23:00,18/01/2019 23:00,0,0,0,0.498,,,,,,,,,,,,,
19/01/2019 00:00,19/01/2019 00:00,0,0,0,0.461,,,,,,,,,,,,,
19/01/2019 01:00,19/01/2019 01:00,0,0,0,0.647,,,,,,,,,,,,,
19/01/2019 02:00,19/01/2019 02:00,0,0,0,0.843,,,,,,,,,,,,,
19/01/2019 03:00,19/01/2019 03:00,0,0,0,1.084,,,,,,,,,,,,,
19/01/2019 04:00,19/01/2019 04:00,0,0,0,1.445,,,,,,,,,,,,,
19/01/2019 05:00,19/01/2019 05:00,0,0,0,1.759,,,,,,,,,,,,,
19/01/2019 06:00,19/01/2019 06:00,0,0,0,1.986,,,,,,,,,,,,,
19/01/2019 07:00,19/01/2019 07:00,0,0,0,2.159,,,,,,,,,,,,,
19/01/2019 08:00,19/01/2019 08:00,0.002,0.001,0.008,2.347,,,,,,,,,,,,,
19/01/2019 09:00,19/01/2019 09:00,0.022,0.003,0.033,2.661,,,,,,,,,,,,,
19/01/2019 10:00,19/01/2019 10:00,0.052,0.006,0.062,3.112,,,,,,,,,,,,,
19/01/2019 11:00,19/01/2019 11:00,0.073,0.009,0.082,3.565,,,,,,,,,,,,,
19/01/2019 12:00,19/01/2019 12:00,0.072,0.009,0.081,3.854,,,,,,,,,,,,,
19/01/2019 13:00,19/01/2019 13:00,0.056,0.006,0.067,3.94,,,,,,,,,,,,,
19/01/2019 14:00,19/01/2019 14:00,0.031,0.003,0.042,3.796,,,,,,,,,,,,,
19/01/2019 15:00,19/01/2019 15:00,0.006,0.001,0.015,3.448,,,,,,,,,,,,,
19/01/2019 16:00,19/01/2019 16:00,0,0,0,2.968,,,,,,,,,,,,,
19/01/2019 17:00,19/01/2019 17:00,0,0,0,2.603,,,,,,,,,,,,,
19/01/2019 18:00,19/01/2019 18:00,0,0,0,2.296,,,,,,,,,,,,,
19/01/2019 19:00,19/01/2019 19:00,0,0,0,1.971,,,,,,,,,,,,,
19/01/2019 20:00,19/01/2019 20:00,0,0,0,1.576,,,,,,,,,,,,,
19/01/2019 21:00,19/01/2019 21:00,0,0,0,1.149,,,,,,,,,,,,,
19/01/2019 22:00,19/01/2019 22:00,0,0,0,0.737,,,,,,,,,,,,,
19/01/2019 23:00,19/01/2019 23:00,0,0,0,0.345,,,,,,,,,,,,,
20/01/2019 00:00,20/01/2019 00:00,0,0,0,-0.101,,,,,,,,,,,,,
20/01/2019 01:00,20/01/2019 01:00,0,0,0,-0.508,,,,,,,,,,,,,
20/01/2019 02:00,20/01/2019 02:00,0,0,0,-0.801,,,,,,,,,,,,,
20/01/2019 03:00,20/01/2019 03:00,0,0,0,-1.183,,,,,,,,,,,,,
20/01/2019 04:00,20/01/2019 04:00,0,0,0,-1.502,,,,,,,,,,,,,
20/01/2019 05:00,20/01/2019 05:00,0,0,0,-1.766,,,,,,,,,,,,,
20/01/2019 06:00,20/01/2019 06:00,0,0,0,-2.193,,,,,,,,,,,,,
20/01/2019 07:00,20/01/2019 07:00,0,0,0,-2.663,,,,,,,,,,,,,
20/01/2019 08:00,20/01/2019 08:00,0.117,0.108,0.026,-2.016,,,,,,,,,,,,,
20/01/2019 09:00,20/01/2019 09:00,0.298,0.263,0.058,-0.067,,,,,,,,,,,,,
20/01/2019 10:00,20/01/2019 10:00,0.436,0.404,0.07,1.126,,,,,,,,,,,,,
20/01/2019 11:00,20/01/2019 11:00,0.5,0.478,0.075,2.682,,,,,,,,,,,,,
20/01/2019 12:00,20/01/2019 12:00,0.465,0.431,0.083,3.372,,,,,,,,,,,,,
20/01/2019 13:00,20/01/2019 13:00,0.391,0.348,0.081,3.492,,,,,,,,,,,,,
20/01/2019 14:00,20/01/2019 14:00,0.247,0.201,0.07,3.126,,,,,,,,,,,,,
20/01/2019 15:00,20/01/2019 15:00,0.07,0.051,0.036,1.349,,,,,,,,,,,,,
20/01/2019 16:00,20/01/2019 16:00,0,0.001,0.001,-0.42,,,,,,,,,,,,,
20/01/2019 17:00,20/01/2019 17:00,0,0,0,-0.878,,,,,,,,,,,,,
20/01/2019 18:00,20/01/2019 18:00,0,0,0,-1.075,,,,,,,,,,,,,
20/01/2019 19:00,20/01/2019 19:00,0,0,0,-1.121,,,,,,,,,,,,,
20/01/2019 20:00,20/01/2019 20:00,0,0,0,-1.123,,,,,,,,,,,,,
20/01/2019 21:00,20/01/2019 21:00,0,0,0,-1.164,,,,,,,,,,,,,
20/01/2019 22:00,20/01/2019 22:00,0,0,0,-1.134,,,,,,,,,,,,,
20/01/2019 23:00,20/01/2019 23:00,0,0,0,-0.987,,,,,,,,,,,,,
21/01/2019 00:00,21/01/2019 00:00,0,0,0,-0.605,,,,,,,,,,,,,
21/01/2019 01:00,21/01/2019 01:00,0,0,0,-0.17,,,,,,,,,,,,,
21/01/2019 02:00,21/01/2019 02:00,0,0,0,-0.109,,,,,,,,,,,,,
21/01/2019 03:00,21/01/2019 03:00,0,0,0,-0.085,,,,,,,,,,,,,
21/01/2019 04:00,21/01/2019 04:00,0,0,0,0.009,,,,,,,,,,,,,
21/01/2019 05:00,21/01/2019 05:00,0,0,0,-0.012,,,,,,,,,,,,,
21/01/2019 06:00,21/01/2019 06:00,0,0,0,-0.148,,,,,,,,,,,,,
21/01/2019 07:00,21/01/2019 07:00,0,0,0,-0.304,,,,,,,,,,,,,
21/01/2019 08:00,21/01/2019 08:00,0.014,0.006,0.019,0.111,,,,,,,,,,,,,
21/01/2019 09:00,21/01/2019 09:00,0.059,0.016,0.059,0.967,,,,,,,,,,,,,
21/01/2019 10:00,21/01/2019 10:00,0.109,0.032,0.095,1.888,,,,,,,,,,,,,
21/01/2019 11:00,21/01/2019 11:00,0.163,0.06,0.124,3.067,,,,,,,,,,,,,
21/01/2019 12:00,21/01/2019 12:00,0.171,0.064,0.128,3.869,,,,,,,,,,,,,
21/01/2019 13:00,21/01/2019 13:00,0.095,0.022,0.092,3.797,,,,,,,,,,,,,
21/01/2019 14:00,21/01/2019 14:00,0.048,0.009,0.055,3.471,,,,,,,,,,,,,
21/01/2019 15:00,21/01/2019 15:00,0.015,0.004,0.023,2.868,,,,,,,,,,,,,
21/01/2019 16:00,21/01/2019 16:00,0,0,0.001,1.981,,,,,,,,,,,,,
21/01/2019 17:00,21/01/2019 17:00,0,0,0,1.693,,,,,,,,,,,,,
21/01/2019 18:00,21/01/2019 18:00,0,0,0,1.972,,,,,,,,,,,,,
21/01/2019 19:00,21/01/2019 19:00,0,0,0,2.099,,,,,,,,,,,,,
21/01/2019 20:00,21/01/2019 20:00,0,0,0,2.397,,,,,,,,,,,,,
21/01/2019 21:00,21/01/2019 21:00,0,0,0,2.869,,,,,,,,,,,,,
21/01/2019 22:00,21/01/2019 22:00,0,0,0,3.291,,,,,,,,,,,,,
21/01/2019 23:00,21/01/2019 23:00,0,0,0,3.73,,,,,,,,,,,,,
22/01/2019 00:00,22/01/2019 00:00,0,0,0,4.014,,,,,,,,,,,,,
22/01/2019 01:00,22/01/2019 01:00,0,0,0,3.801,,,,,,,,,,,,,
22/01/2019 02:00,22/01/2019 02:00,0,0,0,3.035,,,,,,,,,,,,,
22/01/2019 03:00,22/01/2019 03:00,0,0,0,1.631,,,,,,,,,,,,,
22/01/2019 04:00,22/01/2019 04:00,0,0,0,0.223,,,,,,,,,,,,,
22/01/2019 05:00,22/01/2019 05:00,0,0,0,0.215,,,,,,,,,,,,,
22/01/2019 06:00,22/01/2019 06:00,0,0,0,0.247,,,,,,,,,,,,,
22/01/2019 07:00,22/01/2019 07:00,0,0,0,0.083,,,,,,,,,,,,,
22/01/2019 08:00,22/01/2019 08:00,0.022,0.011,0.023,0.26,,,,,,,,,,,,,
22/01/2019 09:00,22/01/2019 09:00,0.186,0.124,0.081,1.139,,,,,,,,,,,,,
22/01/2019 10:00,22/01/2019 10:00,0.346,0.272,0.104,2.375,,,,,,,,,,,,,
22/01/2019 11:00,22/01/2019 11:00,0.248,0.138,0.135,3.427,,,,,,,,,,,,,
22/01/2019 12:00,22/01/2019 12:00,0.082,0.013,0.087,3.244,,,,,,,,,,,,,
22/01/2019 13:00,22/01/2019 13:00,0.029,0.002,0.041,2.567,,,,,,,,,,,,,
22/01/2019 14:00,22/01/2019 14:00,0.011,0.001,0.021,2.098,,,,,,,,,,,,,
22/01/2019 15:00,22/01/2019 15:00,0.004,0.001,0.011,2.062,,,,,,,,,,,,,
22/01/2019 16:00,22/01/2019 16:00,0,0,0.001,1.807,,,,,,,,,,,,,
22/01/2019 17:00,22/01/2019 17:00,0,0,0,1.459,,,,,,,,,,,,,
22/01/2019 18:00,22/01/2019 18:00,0,0,0,1.119,,,,,,,,,,,,,
22/01/2019 19:00,22/01/2019 19:00,0,0,0,0.735,,,,,,,,,,,,,
22/01/2019 20:00,22/01/2019 20:00,0,0,0,0.29,,,,,,,,,,,,,
22/01/2019 21:00,22/01/2019 21:00,0,0,0,-0.064,,,,,,,,,,,,,
22/01/2019 22:00,22/01/2019 22:00,0,0,0,-0.285,,,,,,,,,,,,,
22/01/2019 23:00,22/01/2019 23:00,0,0,0,-0.694,,,,,,,,,,,,,
23/01/2019 00:00,23/01/2019 00:00,0,0,0,-0.809,,,,,,,,,,,,,
23/01/2019 01:00,23/01/2019 01:00,0,0,0,-0.944,,,,,,,,,,,,,
23/01/2019 02:00,23/01/2019 02:00,0,0,0,-1.066,,,,,,,,,,,,,
23/01/2019 03:00,23/01/2019 03:00,0,0,0,-1.104,,,,,,,,,,,,,
23/01/2019 04:00,23/01/2019 04:00,0,0,0,-1.085,,,,,,,,,,,,,
23/01/2019 05:00,23/01/2019 05:00,0,0,0,-1.228,,,,,,,,,,,,,
23/01/2019 06:00,23/01/2019 06:00,0,0,0,-1.392,,,,,,,,,,,,,
23/01/2019 07:00,23/01/2019 07:00,0,0,0,-1.643,,,,,,,,,,,,,
23/01/2019 08:00,23/01/2019 08:00,0.052,0.038,0.029,-1.582,,,,,,,,,,,,,
23/01/2019 09:00,23/01/2019 09:00,0.192,0.139,0.071,-0.789,,,,,,,,,,,,,
23/01/2019 10:00,23/01/2019 10:00,0.476,0.451,0.067,0.49,,,,,,,,,,,,,
23/01/2019 11:00,23/01/2019 11:00,0.56,0.556,0.065,1.591,,,,,,,,,,,,,
23/01/2019 12:00,23/01/2019 12:00,0.563,0.563,0.065,2.305,,,,,,,,,,,,,
23/01/2019 13:00,23/01/2019 13:00,0.483,0.467,0.065,2.573,,,,,,,,,,,,,
23/01/2019 14:00,23/01/2019 14:00,0.328,0.296,0.061,2.382,,,,,,,,,,,,,
23/01/2019 15:00,23/01/2019 15:00,0.129,0.109,0.038,0.716,,,,,,,,,,,,,
23/01/2019 16:00,23/01/2019 16:00,0,0.002,0.002,-1.918,,,,,,,,,,,,,
23/01/2019 17:00,23/01/2019 17:00,0,0,0,-2.613,,,,,,,,,,,,,
23/01/2019 18:00,23/01/2019 18:00,0,0,0,-2.849,,,,,,,,,,,,,
23/01/2019 19:00,23/01/2019 19:00,0,0,0,-2.679,,,,,,,,,,,,,
23/01/2019 20:00,23/01/2019 20:00,0,0,0,-2.419,,,,,,,,,,,,,
23/01/2019 21:00,23/01/2019 21:00,0,0,0,-2.149,,,,,,,,,,,,,
23/01/2019 22:00,23/01/2019 22:00,0,0,0,-1.867,,,,,,,,,,,,,
23/01/2019 23:00,23/01/2019 23:00,0,0,0,-1.44,,,,,,,,,,,,,
24/01/2019 00:00,24/01/2019 00:00,0,0,0,-1.171,,,,,,,,,,,,,
24/01/2019 01:00,24/01/2019 01:00,0,0,0,-1.057,,,,,,,,,,,,,
24/01/2019 02:00,24/01/2019 02:00,0,0,0,-1.198,,,,,,,,,,,,,
24/01/2019 03:00,24/01/2019 03:00,0,0,0,-1.277,,,,,,,,,,,,,
24/01/2019 04:00,24/01/2019 04:00,0,0,0,-0.996,,,,,,,,,,,,,
24/01/2019 05:00,24/01/2019 05:00,0,0,0,-0.833,,,,,,,,,,,,,
24/01/2019 06:00,24/01/2019 06:00,0,0,0,-0.849,,,,,,,,,,,,,
24/01/2019 07:00,24/01/2019 07:00,0,0,0,-0.844,,,,,,,,,,,,,
24/01/2019 08:00,24/01/2019 08:00,0.007,0.002,0.015,-0.454,,,,,,,,,,,,,
24/01/2019 09:00,24/01/2019 09:00,0.044,0.007,0.052,0.406,,,,,,,,,,,,,
24/01/2019 10:00,24/01/2019 10:00,0.07,0.01,0.077,1.111,,,,,,,,,,,,,
24/01/2019 11:00,24/01/2019 11:00,0.074,0.008,0.083,1.751,,,,,,,,,,,,,
24/01/2019 12:00,24/01/2019 12:00,0.058,0.005,0.069,2.12,,,,,,,,,,,,,
24/01/2019 13:00,24/01/2019 13:00,0.052,0.005,0.063,2.365,,,,,,,,,,,,,
24/01/2019 14:00,24/01/2019 14:00,0.036,0.004,0.047,2.32,,,,,,,,,,,,,
24/01/2019 15:00,24/01/2019 15:00,0.009,0.001,0.018,1.736,,,,,,,,,,,,,
24/01/2019 16:00,24/01/2019 16:00,0,0,0.001,1.148,,,,,,,,,,,,,
24/01/2019 17:00,24/01/2019 17:00,0,0,0,1.069,,,,,,,,,,,,,
24/01/2019 18:00,24/01/2019 18:00,0,0,0,1.109,,,,,,,,,,,,,
24/01/2019 19:00,24/01/2019 19:00,0,0,0,1.211,,,,,,,,,,,,,
24/01/2019 20:00,24/01/2019 20:00,0,0,0,1.241,,,,,,,,,,,,,
24/01/2019 21:00,24/01/2019 21:00,0,0,0,1.12,,,,,,,,,,,,,
24/01/2019 22:00,24/01/2019 22:00,0,0,0,0.795,,,,,,,,,,,,,
24/01/2019 23:00,24/01/2019 23:00,0,0,0,0.575,,,,,,,,,,,,,
25/01/2019 00:00,25/01/2019 00:00,0,0,0,0.659,,,,,,,,,,,,,
25/01/2019 01:00,25/01/2019 01:00,0,0,0,0.863,,,,,,,,,,,,,
25/01/2019 02:00,25/01/2019 02:00,0,0,0,1.099,,,,,,,,,,,,,
25/01/2019 03:00,25/01/2019 03:00,0,0,0,1.577,,,,,,,,,,,,,
25/01/2019 04:00,25/01/2019 04:00,0,0,0,2.231,,,,,,,,,,,,,
25/01/2019 05:00,25/01/2019 05:00,0,0,0,3.051,,,,,,,,,,,,,
25/01/2019 06:00,25/01/2019 06:00,0,0,0,4.066,,,,,,,,,,,,,
25/01/2019 07:00,25/01/2019 07:00,0,0,0,4.789,,,,,,,,,,,,,
25/01/2019 08:00,25/01/2019 08:00,0.009,0.003,0.017,5.225,,,,,,,,,,,,,
25/01/2019 09:00,25/01/2019 09:00,0.047,0.009,0.055,5.804,,,,,,,,,,,,,
25/01/2019 10:00,25/01/2019 10:00,0.096,0.022,0.094,6.454,,,,,,,,,,,,,
25/01/2019 11:00,25/01/2019 11:00,0.138,0.04,0.121,7.352,,,,,,,,,,,,,
25/01/2019 12:00,25/01/2019 12:00,0.174,0.065,0.134,8.436,,,,,,,,,,,,,
